file_stem,file_name,full_path,relative_path,level_1_dir,level_2_dir,level_3_dir,suffix,size_mb,page_count,sample_text_len,is_scanned_suspect,detect_status,extract_status,output_json
DLT 5850-2021电气装置安装工程 高压电器施工及验收规范,DLT 5850-2021电气装置安装工程 高压电器施工及验收规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 5850-2021电气装置安装工程 高压电器施工及验收规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 5850-2021电气装置安装工程 高压电器施工及验收规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 5850-2021电气装置安装工程 高压电器施工及验收规范.pdf,.pdf,16.14,92,0,True,success,,
DLT 603-2017 气体绝缘金属封闭开关设备运行及维护规程,DLT 603-2017 气体绝缘金属封闭开关设备运行及维护规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 603-2017 气体绝缘金属封闭开关设备运行及维护规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 603-2017 气体绝缘金属封闭开关设备运行及维护规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 603-2017 气体绝缘金属封闭开关设备运行及维护规程.pdf,.pdf,10.2,27,0,True,success,,
DLT 604-2009高压并联电容器装置使用技术条件,DLT 604-2009高压并联电容器装置使用技术条件.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 604-2009高压并联电容器装置使用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 604-2009高压并联电容器装置使用技术条件.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 604-2009高压并联电容器装置使用技术条件.pdf,.pdf,0.57,14,0,True,success,,
DLT 618-2022气体绝缘金属封闭开关设备现场交接试验规程,DLT 618-2022气体绝缘金属封闭开关设备现场交接试验规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 618-2022气体绝缘金属封闭开关设备现场交接试验规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 618-2022气体绝缘金属封闭开关设备现场交接试验规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 618-2022气体绝缘金属封闭开关设备现场交接试验规程.pdf,.pdf,7.59,22,0,True,success,,
DLT 620-1997 交流电气装置的过电压保护和绝缘配合,DLT 620-1997 交流电气装置的过电压保护和绝缘配合.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 620-1997 交流电气装置的过电压保护和绝缘配合.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 620-1997 交流电气装置的过电压保护和绝缘配合.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 620-1997 交流电气装置的过电压保护和绝缘配合.pdf,.pdf,0.62,53,8875,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 620-1997 交流电气装置的过电压保护和绝缘配合.json
DLT 627-2012 绝缘子用常温固化硅橡胶防污闪涂料,DLT 627-2012 绝缘子用常温固化硅橡胶防污闪涂料.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 627-2012 绝缘子用常温固化硅橡胶防污闪涂料.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 627-2012 绝缘子用常温固化硅橡胶防污闪涂料.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 627-2012 绝缘子用常温固化硅橡胶防污闪涂料.pdf,.pdf,2.85,18,0,True,success,,
DLT 664-2016 带电设备红外诊断应用规范,DLT 664-2016 带电设备红外诊断应用规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 664-2016 带电设备红外诊断应用规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 664-2016 带电设备红外诊断应用规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 664-2016 带电设备红外诊断应用规范.pdf,.pdf,4.74,54,38,True,success,,
DLT 666-2012_风力发电场运行规程,DLT 666-2012_风力发电场运行规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 666-2012_风力发电场运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 666-2012_风力发电场运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 666-2012_风力发电场运行规程.pdf,.pdf,2.18,14,0,True,success,,
DLT 722-2014 变压器油中溶解气体分析和判断导则,DLT 722-2014 变压器油中溶解气体分析和判断导则.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 722-2014 变压器油中溶解气体分析和判断导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 722-2014 变压器油中溶解气体分析和判断导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 722-2014 变压器油中溶解气体分析和判断导则.PDF,.pdf,7.14,26,0,True,success,,
DLT 725-2013 电力用电流互感器使用技术规范,DLT 725-2013 电力用电流互感器使用技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 725-2013 电力用电流互感器使用技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 725-2013 电力用电流互感器使用技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 725-2013 电力用电流互感器使用技术规范.pdf,.pdf,1.24,24,8526,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 725-2013 电力用电流互感器使用技术规范.json
DLT 726-2013 电力用电磁式电压互感器使用技术规范,DLT 726-2013 电力用电磁式电压互感器使用技术规范.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 726-2013 电力用电磁式电压互感器使用技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 726-2013 电力用电磁式电压互感器使用技术规范.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 726-2013 电力用电磁式电压互感器使用技术规范.pdf,.pdf,1.35,24,9442,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 726-2013 电力用电磁式电压互感器使用技术规范.json
DLT 727-2013互感器运行检修导则,DLT 727-2013互感器运行检修导则.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 727-2013互感器运行检修导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 727-2013互感器运行检修导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 727-2013互感器运行检修导则.PDF,.pdf,1.63,36,0,True,success,,
DLT 741-2010 架空输电线路运行规程,DLT 741-2010 架空输电线路运行规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 741-2010 架空输电线路运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 741-2010 架空输电线路运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 741-2010 架空输电线路运行规程.pdf,.pdf,2.51,26,43,True,success,,
DLT 797-2012 风力发电场检修规程,DLT 797-2012 风力发电场检修规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 797-2012 风力发电场检修规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 797-2012 风力发电场检修规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 797-2012 风力发电场检修规程.pdf,.pdf,6.21,15,0,True,success,,
DLT 804-2014 交流电力系统金属氧化物避雷器使用导则,DLT 804-2014 交流电力系统金属氧化物避雷器使用导则.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 804-2014 交流电力系统金属氧化物避雷器使用导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 804-2014 交流电力系统金属氧化物避雷器使用导则.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 804-2014 交流电力系统金属氧化物避雷器使用导则.pdf,.pdf,4.71,42,4046,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 804-2014 交流电力系统金属氧化物避雷器使用导则.json
DLT 815-2021交流输电线路用复合外套金属氧化物避雷器,DLT 815-2021交流输电线路用复合外套金属氧化物避雷器.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 815-2021交流输电线路用复合外套金属氧化物避雷器.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 815-2021交流输电线路用复合外套金属氧化物避雷器.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 815-2021交流输电线路用复合外套金属氧化物避雷器.pdf,.pdf,8.85,35,118,True,success,,
DLT 846.15-2021高电压测试设备通用技术条件 第15部分：高压脉冲源电缆故障检测装置,DLT 846.15-2021高电压测试设备通用技术条件 第15部分：高压脉冲源电缆故障检测装置.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 846.15-2021高电压测试设备通用技术条件 第15部分：高压脉冲源电缆故障检测装置.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 846.15-2021高电压测试设备通用技术条件 第15部分：高压脉冲源电缆故障检测装置.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 846.15-2021高电压测试设备通用技术条件 第15部分：高压脉冲源电缆故障检测装置.pdf,.pdf,4.13,17,0,True,success,,
DLT 887-2004_杆塔工频接地电阻测量,DLT 887-2004_杆塔工频接地电阻测量.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 887-2004_杆塔工频接地电阻测量.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 887-2004_杆塔工频接地电阻测量.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DLT 887-2004_杆塔工频接地电阻测量.pdf,.pdf,0.27,10,3623,False,success,success,E:\WORK\data\extracted_text\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DLT 887-2004_杆塔工频接地电阻测量.json
DL_T 1000.3-2015 标称电压高于1000V架空线路用绝缘子使用导则 第3部分：交流系统用棒形悬式复合绝缘子,DL_T 1000.3-2015 标称电压高于1000V架空线路用绝缘子使用导则 第3部分：交流系统用棒形悬式复合绝缘子.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DL_T 1000.3-2015 标称电压高于1000V架空线路用绝缘子使用导则 第3部分：交流系统用棒形悬式复合绝缘子.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DL_T 1000.3-2015 标称电压高于1000V架空线路用绝缘子使用导则 第3部分：交流系统用棒形悬式复合绝缘子.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DL_T 1000.3-2015 标称电压高于1000V架空线路用绝缘子使用导则 第3部分：交流系统用棒形悬式复合绝缘子.pdf,.pdf,1.18,17,0,True,success,,
DL_T 1102-2009配电变压器运行规程,DL_T 1102-2009配电变压器运行规程.pdf,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DL_T 1102-2009配电变压器运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DL_T 1102-2009配电变压器运行规程.pdf,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DL_T 1102-2009配电变压器运行规程.pdf,.pdf,0.43,11,0,True,success,,
DL_T 1250-2023 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则,DL_T 1250-2023 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则.PDF,E:\WORK\data\raw_pdf\中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DL_T 1250-2023 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准\1-风电绝缘监督标准\DL_T 1250-2023 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则.PDF,中国华能集团有限公司2025年度风电技术监督用标准,1-风电绝缘监督标准,DL_T 1250-2023 气体绝缘金属封闭开关设备带电超声局部放电检测应用导则.PDF,.pdf,2.61,21,0,True,success,,
